Comparison Results

Comparison with Generated Graph 1

Entity Comparison Summary
Total Entities in Truth Graph,39
Total Entities in Generated Graph,64
Matched Entities,20
Extra Entities,44
Missing Entities,19
Entity Coverage (%),51.28

Relation Comparison Summary
Total Relations in Truth Graph,43
Total Relations in Generated Graph,55
Matched Relations,20
Extra Relations,35
Missing Relations,23
Relationship Coverage (%),46.51


Comparison with Generated Graph 2

Entity Comparison Summary
Total Entities in Truth Graph,39
Total Entities in Generated Graph,64
Matched Entities,20
Extra Entities,44
Missing Entities,19
Entity Coverage (%),51.28

Relation Comparison Summary
Total Relations in Truth Graph,43
Total Relations in Generated Graph,55
Matched Relations,20
Extra Relations,35
Missing Relations,23
Relationship Coverage (%),46.51


Comparison with Generated Graph 3

Entity Comparison Summary
Total Entities in Truth Graph,39
Total Entities in Generated Graph,64
Matched Entities,20
Extra Entities,44
Missing Entities,19
Entity Coverage (%),51.28

Relation Comparison Summary
Total Relations in Truth Graph,43
Total Relations in Generated Graph,55
Matched Relations,20
Extra Relations,35
Missing Relations,23
Relationship Coverage (%),46.51


Average Metrics Across All Trials

Entity Comparison Summary
Total Entities in Truth Graph,39.00
Total Entities in Generated Graph,64.00
Matched Entities,20.00
Extra Entities,44.00
Missing Entities,19.00
Entity Coverage (%),51.28

Relation Comparison Summary
Total Relations in Truth Graph,43.00
Total Relations in Generated Graph,55.00
Matched Relations,20.00
Extra Relations,35.00
Missing Relations,23.00
Relationship Coverage (%),46.51

In-Depth Analysis of Included and Left-Out Items

Detailed Analysis for Generated Graph 1

Matched Entities
Truth Entity Text,Truth Entity Type,Generated Entity Text,Generated Entity Type,Similarity Score
rli,organization,rli,"""organization""",1.00
illinois,location data,illinois,"""location data""",1.00
peoria illinois,location data,peoria illinois,"""location data""",1.00
nexus,organization,nexus,"""organization""",1.00
verona virginia,location data,verona virginia,"""location data""",1.00
virginia,location data,virginia,"""location data""",1.00
micheal donovan,person,micheal donovan,"""person""",1.00
january 20 2016,date,january 20 2016,"""date""",1.00
big marco insurance bonding service,organization,big marco insurance bonding service llc,"""organization""",0.87
big marco,organization,big marco,"""organization""",1.00
department of homeland security,organization,department of homeland security dhs,"""organization""",0.85
code of federal regulation,law,code of federal regulation cfr,"""law""",0.85
december 12 2017,date,december 12 2017,"""date""",1.00
january 10 2018,date,january 10 2018,"""date""",1.00
